order_id,customer_id,company_id,city,amount,order_date,status
1739,806,5,Mingachevir,171.95,2025-04-01,failed
1740,470,17,Mingachevir,159.61,2025-08-14,cancelled
1741,870,8,Lankaran,87.11,2025-12-20,failed
1742,491,15,Shaki,220.01,2025-11-10,returned
1743,512,17,Baku,244.38,2025-05-24,cancelled
1744,287,16,Lankaran,183.05,2025-10-21,failed
1745,311,8,Ganja,217.18,2025-12-13,delivered
1746,161,9,Mingachevir,183.68,2025-10-01,cancelled
1747,782,14,Ganja,103.63,2025-07-10,delivered
1748,855,12,Sumgait,218.04,2025-12-13,failed
1749,933,14,Baku,281.32,2025-02-12,cancelled
1750,175,2,Mingachevir,114.56,2025-04-23,returned
1751,89,15,Sumgait,126.29,2025-07-20,failed
1752,175,9,Shaki,49.88,2025-07-05,delivered
1753,138,15,Mingachevir,295.22,2025-05-19,delivered
1754,334,19,Lankaran,223.91,2025-09-24,delivered
1755,172,4,Sumgait,202.87,2025-05-02,cancelled
1756,20,5,Shaki,207.64,2025-02-28,returned
1757,764,13,Lankaran,248.96,2025-09-07,returned
1758,622,5,Shaki,206.16,2025-09-04,failed
1759,8,13,Sumgait,26.01,2025-03-19,cancelled
1760,756,13,Ganja,257.31,2025-01-07,cancelled
1761,128,10,Ganja,25.14,2025-03-24,returned
1762,665,9,Ganja,154.6,2025-09-30,returned
1763,675,19,Shaki,42.54,2025-04-11,failed
1764,209,16,Shaki,134.2,2025-10-07,returned
1765,91,16,Ganja,228.27,2025-12-30,delivered
1766,945,11,Sumgait,195.96,2025-02-13,cancelled
1767,336,2,Lankaran,73.77,2025-03-12,failed
1768,746,8,Sumgait,67.29,2025-08-06,failed
1769,511,19,Shaki,212.99,2025-02-26,failed
1770,558,18,Shaki,180.34,2025-05-20,delivered
1771,65,9,Ganja,85.34,2025-01-15,cancelled
1772,542,3,Ganja,32.58,2025-01-26,cancelled
1773,182,3,Mingachevir,60.87,2025-03-17,failed
1774,230,20,Mingachevir,142.98,2025-07-01,returned
1775,928,17,Baku,263.04,2025-04-27,returned
1776,942,11,Sumgait,160.36,2025-08-01,cancelled
1777,624,6,Baku,160.91,2025-06-04,delivered
1778,434,16,Baku,194.3,2025-02-13,delivered
1779,80,16,Mingachevir,86.27,2025-07-10,delivered
1780,640,19,Mingachevir,273.99,2025-07-10,returned
1781,117,3,Mingachevir,257.63,2025-01-28,delivered
1782,823,10,Shaki,46.97,2025-01-19,delivered
1783,318,15,Baku,156.34,2025-05-16,delivered
1784,102,12,Ganja,206.24,2025-05-27,cancelled
1785,168,6,Shaki,56.32,2025-05-29,failed
1786,279,11,Sumgait,260.68,2025-06-04,failed
1787,36,20,Sumgait,45.27,2025-01-31,returned
1788,488,3,Mingachevir,182.0,2025-05-22,failed
1789,643,10,Sumgait,83.5,2025-04-10,delivered
1790,415,12,Ganja,287.71,2025-02-22,returned
1791,936,10,Baku,141.3,2025-12-26,cancelled
1792,606,18,Sumgait,225.97,2025-02-11,failed
1793,100,11,Ganja,249.21,2025-06-27,cancelled
1794,359,8,Mingachevir,266.49,2025-07-27,returned
1795,745,17,Baku,253.78,2025-07-03,failed
1796,622,20,Shaki,30.33,2025-03-02,returned
1797,303,6,Mingachevir,213.32,2025-08-02,returned
1798,695,10,Lankaran,294.16,2025-10-24,delivered
1799,420,8,Shaki,66.77,2025-10-26,failed
1800,971,5,Mingachevir,254.95,2025-05-17,cancelled
1801,544,11,Baku,172.74,2025-05-07,returned
1802,383,13,Mingachevir,286.21,2025-06-20,cancelled
1803,103,13,Lankaran,40.3,2025-02-26,cancelled
1804,898,17,Mingachevir,196.43,2025-07-12,failed
1805,80,8,Mingachevir,229.67,2025-01-23,delivered
1806,136,18,Sumgait,113.82,2025-04-12,returned
1807,457,15,Mingachevir,132.28,2025-06-30,cancelled
1808,524,20,Baku,11.42,2025-08-08,returned
1809,563,11,Shaki,212.88,2025-09-26,delivered
1810,389,13,Ganja,93.89,2025-04-13,delivered
1811,11,9,Shaki,139.55,2025-12-26,cancelled
1812,526,15,Ganja,207.93,2025-06-03,cancelled
1813,399,20,Baku,44.09,2025-10-09,delivered
1814,522,4,Baku,219.78,2025-09-30,cancelled
1815,691,2,Shaki,297.78,2025-08-23,failed
1816,340,13,Lankaran,90.02,2025-04-19,returned
1817,127,16,Lankaran,62.69,2025-10-22,returned
1818,724,17,Shaki,31.56,2025-04-17,failed
1819,959,20,Ganja,284.64,2025-03-20,delivered
1820,60,8,Ganja,280.37,2025-12-25,failed
1821,61,5,Baku,70.48,2025-05-18,cancelled
1822,934,13,Sumgait,72.14,2025-09-26,cancelled
1823,119,7,Lankaran,286.25,2025-09-01,cancelled
1824,504,15,Mingachevir,149.08,2025-09-09,returned
1825,797,14,Shaki,118.91,2025-08-18,cancelled
1826,337,15,Shaki,166.42,2025-02-22,cancelled
1827,250,2,Baku,271.0,2025-04-09,cancelled
1828,205,16,Mingachevir,88.49,2025-12-12,delivered
1829,749,3,Sumgait,163.11,2025-02-08,failed
1830,768,7,Lankaran,108.02,2025-10-28,returned
1831,15,17,Ganja,194.51,2025-12-03,failed
1832,591,6,Lankaran,162.71,2025-11-01,delivered
1833,196,3,Shaki,148.17,2025-03-04,delivered
1834,112,8,Sumgait,242.38,2025-04-21,failed
1835,195,19,Mingachevir,204.16,2025-12-10,returned
1836,328,7,Shaki,107.54,2025-04-25,failed
1837,296,6,Baku,52.09,2025-01-12,failed
1838,927,5,Sumgait,289.76,2025-05-12,cancelled
1839,816,18,Mingachevir,33.11,2025-02-10,delivered
1840,201,16,Lankaran,190.63,2025-08-12,cancelled
1841,267,5,Sumgait,205.16,2025-07-28,delivered
1842,570,3,Baku,269.91,2025-11-01,delivered
1843,864,11,Sumgait,16.38,2025-09-08,failed
1844,72,12,Mingachevir,128.44,2025-04-01,failed
1845,373,15,Ganja,30.81,2025-06-08,failed
1846,245,10,Shaki,76.93,2025-09-26,delivered
1847,176,16,Lankaran,54.91,2025-10-25,failed
1848,804,1,Baku,61.46,2025-08-24,returned
1849,903,2,Baku,157.63,2025-05-22,failed
1850,637,5,Baku,136.73,2025-02-22,cancelled
1851,96,12,Shaki,234.54,2025-06-01,returned
1852,627,13,Shaki,168.23,2025-04-18,cancelled
1853,962,2,Ganja,170.99,2025-03-17,failed
1854,65,16,Baku,245.56,2025-09-18,delivered
1855,537,4,Mingachevir,284.61,2025-04-06,returned
1856,605,8,Shaki,25.57,2025-12-23,cancelled
1857,417,5,Baku,50.16,2025-02-13,failed
1858,854,19,Sumgait,8.93,2025-12-11,delivered
1859,804,20,Lankaran,140.0,2025-05-22,failed
1860,894,19,Ganja,89.33,2025-12-27,cancelled
1861,471,14,Baku,111.88,2025-03-18,failed
1862,474,14,Shaki,99.33,2025-05-09,returned
1863,589,8,Ganja,183.44,2025-12-09,returned
1864,911,8,Lankaran,230.8,2025-05-23,delivered
1865,282,8,Mingachevir,299.8,2025-07-11,failed
1866,161,8,Mingachevir,259.42,2025-02-02,delivered
1867,264,1,Ganja,22.86,2025-11-04,failed
1868,134,18,Shaki,93.37,2025-04-03,cancelled
1869,477,2,Sumgait,146.44,2025-01-02,failed
1870,135,19,Baku,42.43,2025-07-29,cancelled
1871,639,5,Lankaran,154.42,2025-06-01,returned
1872,949,11,Ganja,230.48,2025-11-02,failed
1873,897,8,Lankaran,159.48,2025-04-13,cancelled
1874,118,4,Shaki,152.46,2025-04-30,delivered
1875,494,20,Lankaran,230.14,2025-09-26,delivered
1876,60,6,Mingachevir,30.74,2025-10-24,returned
1877,920,9,Sumgait,107.32,2025-06-29,returned
1878,68,8,Ganja,146.87,2025-07-31,delivered
1879,811,12,Shaki,184.4,2025-05-12,failed
1880,829,10,Baku,152.89,2025-10-07,returned
1881,792,15,Mingachevir,10.34,2025-03-10,cancelled
1882,357,2,Sumgait,28.16,2025-11-08,cancelled
1883,905,17,Baku,165.44,2025-08-27,delivered
1884,587,17,Shaki,64.3,2025-12-25,failed
1885,837,6,Shaki,131.84,2025-02-03,delivered
1886,334,16,Sumgait,85.35,2025-06-01,failed
1887,442,20,Ganja,85.03,2025-07-20,cancelled
1888,576,9,Baku,259.72,2025-08-09,failed
1889,861,2,Sumgait,107.85,2025-08-09,returned
1890,385,16,Baku,176.17,2025-06-11,returned
1891,527,16,Baku,210.83,2025-04-24,delivered
1892,427,20,Baku,66.01,2025-12-06,cancelled
1893,368,3,Mingachevir,241.09,2025-09-27,cancelled
1894,143,8,Mingachevir,225.9,2025-12-02,returned
1895,337,20,Lankaran,55.39,2025-09-02,cancelled
1896,868,19,Baku,239.52,2025-01-19,returned
1897,656,20,Sumgait,266.64,2025-07-09,failed
1898,863,8,Sumgait,48.17,2025-02-16,delivered
1899,320,14,Sumgait,249.15,2025-03-19,returned
1900,244,18,Ganja,88.68,2025-08-17,delivered
1901,135,15,Ganja,280.91,2025-05-15,returned
1902,822,15,Mingachevir,201.57,2025-06-13,failed
1903,143,7,Sumgait,84.84,2025-01-06,returned
1904,986,7,Sumgait,138.9,2025-04-24,failed
1905,426,19,Shaki,179.28,2025-12-05,cancelled
1906,942,20,Ganja,219.59,2025-01-04,cancelled
1907,929,4,Mingachevir,134.85,2025-04-22,delivered
1908,524,5,Ganja,271.79,2025-10-17,returned
1909,139,11,Lankaran,275.4,2025-01-16,failed
1910,574,2,Ganja,61.88,2025-01-19,cancelled
1911,276,7,Lankaran,152.77,2025-02-13,cancelled
1912,222,7,Ganja,127.38,2025-12-18,delivered
1913,311,20,Sumgait,208.03,2025-03-08,cancelled
1914,583,3,Baku,287.19,2025-06-19,cancelled
1915,223,2,Shaki,51.14,2025-01-01,cancelled
1916,159,9,Baku,136.6,2025-05-01,failed
1917,593,17,Shaki,211.77,2025-04-03,returned
1918,166,10,Mingachevir,221.2,2025-03-07,delivered
1919,853,1,Lankaran,196.93,2025-09-27,failed
1920,897,7,Sumgait,203.65,2025-06-17,returned
1921,459,6,Baku,255.39,2025-07-24,returned
1922,740,14,Ganja,250.77,2025-09-04,delivered
1923,956,1,Sumgait,265.93,2025-09-04,cancelled
1924,619,16,Mingachevir,89.17,2025-02-15,cancelled
1925,14,13,Sumgait,66.46,2025-07-22,returned
1926,211,20,Sumgait,152.97,2025-06-15,cancelled
1927,722,7,Sumgait,194.61,2025-12-27,failed
1928,22,20,Lankaran,187.4,2025-12-08,cancelled
1929,88,13,Baku,119.22,2025-05-29,failed
1930,800,15,Ganja,197.25,2025-03-21,delivered
1931,876,7,Mingachevir,207.11,2025-02-24,returned
1932,991,3,Shaki,95.13,2025-02-04,failed
1933,715,11,Baku,12.56,2025-11-18,delivered
1934,983,14,Baku,163.24,2025-12-07,delivered
1935,310,8,Mingachevir,70.87,2025-03-07,delivered
1936,204,7,Ganja,261.77,2025-12-15,cancelled
1937,205,9,Baku,237.32,2025-12-26,failed
1938,676,12,Sumgait,139.82,2025-08-08,failed
1939,149,14,Shaki,147.8,2025-10-07,cancelled
1940,393,10,Ganja,97.19,2025-09-07,cancelled
1941,917,4,Shaki,18.0,2025-10-12,returned
1942,581,16,Lankaran,211.72,2025-09-09,returned
1943,623,9,Lankaran,170.03,2025-03-02,delivered
1944,470,6,Mingachevir,94.56,2025-04-05,cancelled
1945,709,18,Shaki,118.43,2025-12-17,failed
1946,645,11,Sumgait,92.86,2025-04-07,cancelled
1947,364,8,Shaki,287.56,2025-01-25,failed
1948,815,8,Ganja,26.18,2025-09-16,failed
1949,546,18,Shaki,113.83,2025-07-13,returned
1950,993,9,Shaki,101.01,2025-01-22,returned
1951,367,8,Sumgait,90.38,2025-03-17,returned
1952,291,16,Lankaran,7.22,2025-06-01,returned
1953,4,20,Baku,107.51,2025-06-02,returned
1954,350,20,Mingachevir,272.04,2025-12-08,failed
1955,424,7,Lankaran,216.53,2025-05-15,cancelled
1956,771,3,Lankaran,75.9,2025-07-09,failed
1957,226,16,Baku,17.36,2025-07-26,failed
1958,638,18,Mingachevir,226.73,2025-10-03,returned
1959,938,19,Baku,168.6,2025-04-09,delivered
1960,48,2,Shaki,209.11,2025-01-06,returned
1961,316,13,Sumgait,12.02,2025-08-21,delivered
1962,689,2,Baku,77.42,2025-11-05,cancelled
1963,674,1,Shaki,107.27,2025-07-23,failed
1964,316,18,Baku,54.72,2025-10-02,cancelled
1965,202,13,Lankaran,142.82,2025-06-01,failed
1966,841,7,Lankaran,64.35,2025-01-10,failed
1967,17,1,Shaki,289.75,2025-04-10,cancelled
1968,762,4,Mingachevir,259.89,2025-05-28,returned
1969,105,14,Shaki,156.33,2025-11-23,cancelled
1970,407,18,Lankaran,295.15,2025-05-12,returned
1971,988,8,Ganja,187.05,2026-01-01,cancelled
1972,758,7,Shaki,168.57,2025-06-29,failed
1973,530,20,Lankaran,148.2,2025-03-11,failed
1974,309,3,Shaki,112.7,2025-08-12,cancelled
1975,928,5,Shaki,56.25,2025-01-21,cancelled
1976,385,18,Ganja,14.86,2025-01-14,returned
1977,771,15,Baku,239.33,2025-07-06,failed
1978,366,8,Baku,52.94,2025-04-30,failed
1979,388,10,Shaki,279.92,2025-10-07,delivered
1980,552,8,Lankaran,168.99,2025-02-15,cancelled
1981,320,13,Sumgait,188.52,2025-02-26,returned
1982,698,1,Mingachevir,131.5,2025-08-23,cancelled
1983,814,12,Mingachevir,234.04,2025-03-23,failed
1984,515,18,Baku,295.68,2025-11-09,delivered
1985,740,5,Shaki,149.7,2025-03-17,returned
1986,237,9,Ganja,123.78,2025-03-14,delivered
1987,801,5,Ganja,267.0,2025-05-01,delivered
1988,197,1,Ganja,241.28,2025-02-14,returned
1989,384,15,Mingachevir,101.64,2025-06-22,cancelled
1990,255,10,Baku,39.44,2025-01-28,failed
1991,659,17,Mingachevir,25.0,2025-12-06,returned
1992,907,5,Baku,257.31,2025-07-23,delivered
1993,598,4,Ganja,8.32,2025-07-31,cancelled
1994,102,2,Baku,112.7,2025-09-16,delivered
1995,70,7,Ganja,161.0,2025-08-13,failed
1996,869,14,Baku,196.32,2025-07-27,returned
1997,863,17,Lankaran,152.64,2025-08-08,delivered
1998,135,8,Sumgait,14.1,2025-12-13,cancelled
1999,733,15,Baku,127.9,2025-01-13,cancelled
2000,320,17,Lankaran,236.49,2025-01-23,returned
2001,607,17,Lankaran,166.16,2025-07-01,returned
2002,240,9,Ganja,137.71,2025-05-17,returned
2003,890,16,Sumgait,51.15,2025-05-05,returned
2004,838,17,Sumgait,98.52,2025-08-26,failed
2005,882,16,Lankaran,198.99,2025-11-11,cancelled
2006,871,9,Shaki,135.33,2025-12-09,delivered
2007,684,1,Shaki,53.38,2025-06-14,returned
2008,175,15,Lankaran,72.39,2025-12-21,cancelled
2009,18,13,Shaki,204.5,2025-02-05,returned
2010,3,12,Lankaran,30.25,2025-11-07,returned
2011,184,5,Sumgait,155.05,2025-09-16,delivered
2012,763,8,Lankaran,37.17,2025-11-03,returned
2013,576,19,Mingachevir,126.69,2025-07-28,failed
2014,843,19,Ganja,48.24,2025-10-06,delivered
2015,251,1,Ganja,284.68,2025-05-03,failed
2016,90,18,Baku,33.71,2025-12-11,delivered
2017,800,14,Sumgait,253.24,2025-08-18,failed
2018,545,6,Ganja,266.86,2025-07-22,returned
2019,157,14,Lankaran,148.24,2025-09-08,cancelled
2020,122,6,Sumgait,113.8,2025-10-31,delivered
2021,627,9,Shaki,275.54,2025-09-08,delivered
2022,536,19,Shaki,152.8,2025-10-13,delivered
2023,307,6,Mingachevir,195.13,2025-05-05,delivered
2024,34,20,Baku,233.25,2025-08-22,delivered
2025,722,11,Lankaran,263.63,2025-10-28,failed
2026,958,18,Sumgait,103.16,2025-02-18,delivered
2027,378,12,Shaki,110.72,2025-11-17,returned
2028,113,8,Baku,206.83,2025-07-31,delivered
2029,201,16,Baku,109.87,2025-05-28,failed
2030,716,2,Shaki,30.68,2025-05-15,failed
2031,791,14,Baku,294.4,2025-01-25,delivered
2032,818,1,Shaki,111.32,2025-09-05,failed
2033,886,5,Shaki,33.67,2025-05-06,cancelled
2034,408,20,Shaki,11.17,2025-08-30,failed
2035,445,14,Baku,71.87,2025-05-28,delivered
2036,53,6,Mingachevir,124.06,2025-08-08,failed
2037,362,8,Ganja,22.44,2025-05-02,failed
2038,757,6,Baku,7.64,2025-12-16,failed
2039,582,17,Mingachevir,258.6,2025-01-13,returned
2040,574,14,Lankaran,284.67,2025-05-08,delivered
2041,404,14,Baku,11.68,2025-11-28,failed
2042,611,3,Ganja,299.13,2025-07-24,failed
2043,828,15,Baku,117.03,2025-05-01,delivered
2044,555,1,Mingachevir,116.18,2025-03-27,cancelled
2045,140,20,Lankaran,259.44,2025-07-18,returned
2046,347,2,Ganja,266.6,2025-01-11,returned
2047,283,19,Baku,91.25,2025-03-10,returned
2048,395,12,Lankaran,175.26,2025-01-08,returned
2049,279,3,Baku,55.25,2025-02-07,delivered
2050,183,17,Mingachevir,217.77,2025-10-05,returned
2051,770,18,Mingachevir,133.92,2025-08-29,delivered
2052,66,10,Sumgait,272.9,2025-11-25,failed
2053,241,15,Ganja,262.06,2025-08-07,failed
2054,546,15,Mingachevir,186.32,2025-12-23,delivered
2055,703,14,Baku,162.93,2025-09-10,delivered
2056,456,12,Mingachevir,146.05,2025-01-05,cancelled
2057,427,19,Shaki,176.76,2025-12-27,delivered
2058,878,2,Ganja,49.0,2025-09-09,cancelled
2059,206,17,Sumgait,237.17,2025-07-30,delivered
2060,405,16,Shaki,99.81,2025-06-03,delivered
2061,516,14,Mingachevir,193.6,2025-04-27,returned
2062,446,4,Sumgait,96.15,2025-03-29,returned
2063,244,7,Lankaran,202.44,2025-12-10,delivered
2064,414,12,Lankaran,60.94,2025-12-13,failed
2065,496,8,Baku,227.23,2025-12-12,failed
2066,217,17,Mingachevir,33.65,2025-10-16,failed
2067,169,3,Ganja,30.9,2025-01-12,returned
2068,745,13,Ganja,228.13,2025-07-28,delivered
2069,708,4,Mingachevir,284.12,2025-08-25,returned
2070,984,13,Lankaran,56.08,2025-01-24,cancelled
2071,434,10,Shaki,49.13,2025-02-23,delivered
2072,735,1,Mingachevir,170.88,2025-11-05,failed
2073,187,3,Mingachevir,86.61,2025-04-07,delivered
2074,697,10,Lankaran,73.03,2025-09-19,cancelled
2075,432,13,Shaki,190.29,2025-07-01,failed
2076,694,8,Mingachevir,103.65,2025-10-13,returned
2077,766,13,Shaki,160.89,2025-02-11,cancelled
2078,526,18,Ganja,42.95,2025-02-28,cancelled
2079,100,11,Baku,61.94,2025-03-16,returned
2080,640,16,Mingachevir,193.36,2025-05-01,delivered
2081,114,20,Mingachevir,285.36,2025-11-15,failed
2082,543,4,Shaki,249.2,2025-04-04,cancelled
2083,18,16,Mingachevir,11.31,2025-04-26,cancelled
2084,831,16,Sumgait,29.6,2025-05-18,cancelled
2085,561,15,Mingachevir,190.68,2025-10-10,returned
2086,762,6,Mingachevir,49.97,2025-04-05,delivered
2087,671,20,Shaki,24.37,2025-10-25,returned
2088,812,19,Ganja,96.35,2025-07-22,returned
2089,879,11,Lankaran,95.11,2025-10-21,delivered
2090,583,8,Sumgait,82.02,2025-12-07,returned
2091,579,4,Sumgait,265.74,2025-08-08,returned
2092,453,4,Mingachevir,29.63,2025-01-13,failed
2093,591,20,Ganja,157.63,2025-11-25,failed
2094,962,18,Ganja,136.76,2025-03-21,cancelled
2095,989,9,Sumgait,243.16,2025-02-04,failed
2096,564,12,Ganja,248.61,2025-02-25,failed
2097,871,18,Lankaran,196.54,2025-11-28,cancelled
2098,764,3,Baku,275.63,2025-03-11,cancelled
2099,165,5,Sumgait,120.88,2025-10-29,returned
2100,931,20,Mingachevir,209.56,2025-12-21,failed
2101,506,20,Shaki,236.73,2025-10-09,cancelled
2102,447,6,Lankaran,135.36,2025-10-08,delivered
2103,941,18,Lankaran,83.21,2025-07-02,delivered
2104,7,19,Shaki,270.8,2025-06-18,returned
2105,707,1,Mingachevir,198.98,2025-07-18,cancelled
2106,381,8,Mingachevir,172.68,2025-04-10,failed
2107,476,18,Shaki,291.99,2025-02-09,delivered
2108,917,18,Baku,181.91,2025-12-14,cancelled
2109,364,12,Baku,248.35,2025-01-13,delivered
2110,804,15,Baku,286.45,2025-02-14,failed
2111,645,14,Sumgait,284.73,2025-03-09,failed
2112,75,6,Shaki,91.79,2025-07-19,failed
2113,799,14,Shaki,249.0,2025-12-10,returned
2114,629,8,Lankaran,272.73,2025-07-17,failed
2115,928,17,Shaki,207.53,2025-06-04,failed
2116,418,17,Mingachevir,266.34,2025-10-22,returned
2117,780,9,Baku,197.15,2025-08-22,cancelled
2118,714,7,Lankaran,291.53,2025-01-08,failed
2119,969,9,Mingachevir,175.79,2025-10-16,failed
2120,46,16,Ganja,265.6,2025-08-01,cancelled
2121,92,8,Ganja,250.3,2025-10-24,returned
2122,803,5,Baku,15.71,2025-12-22,failed
2123,923,20,Sumgait,83.67,2025-10-10,failed
2124,589,8,Sumgait,174.18,2025-12-01,cancelled
2125,719,16,Sumgait,29.37,2025-09-15,delivered
2126,983,19,Shaki,280.58,2025-12-28,cancelled
2127,105,7,Lankaran,120.18,2025-07-21,returned
2128,649,12,Sumgait,35.15,2025-06-21,failed
2129,688,4,Ganja,262.43,2025-06-01,returned
2130,880,9,Baku,128.23,2025-11-09,returned
2131,300,13,Baku,48.72,2025-10-29,cancelled
2132,422,10,Ganja,41.4,2025-10-15,delivered
2133,931,17,Shaki,84.57,2025-05-25,delivered
2134,712,20,Baku,187.21,2025-02-05,failed
2135,187,9,Sumgait,42.99,2025-07-17,delivered
2136,288,17,Sumgait,230.91,2025-01-27,returned
2137,579,4,Sumgait,127.6,2025-11-08,delivered
2138,116,3,Baku,108.95,2025-09-18,cancelled
2139,236,1,Lankaran,196.54,2025-03-10,delivered
2140,959,6,Baku,164.28,2025-09-27,cancelled
2141,719,8,Shaki,271.65,2025-11-26,failed
2142,24,19,Ganja,87.1,2025-03-26,delivered
2143,838,12,Sumgait,95.57,2025-09-21,failed
2144,360,15,Sumgait,92.24,2025-07-25,cancelled
2145,925,19,Ganja,196.59,2025-05-24,failed
2146,498,2,Ganja,148.7,2025-04-12,delivered
2147,816,6,Shaki,84.96,2025-11-18,returned
2148,767,16,Lankaran,93.92,2025-09-29,cancelled
2149,278,17,Baku,130.55,2025-09-25,failed
2150,140,13,Mingachevir,213.7,2025-09-16,returned
2151,278,9,Baku,50.21,2025-03-25,returned
2152,40,18,Shaki,196.67,2025-05-06,returned
2153,251,12,Ganja,146.21,2025-12-05,failed
2154,213,18,Lankaran,207.52,2025-05-30,failed
2155,135,5,Baku,112.69,2025-07-04,delivered
2156,242,1,Sumgait,60.44,2025-01-07,failed
2157,825,1,Baku,245.81,2025-07-11,delivered
2158,521,15,Mingachevir,17.18,2025-12-14,failed
2159,713,6,Shaki,193.48,2025-05-17,cancelled
2160,829,8,Sumgait,171.02,2025-08-04,returned
2161,330,1,Ganja,216.87,2025-12-29,returned
2162,975,17,Shaki,187.17,2025-12-10,cancelled
2163,775,16,Ganja,110.31,2025-10-01,delivered
2164,113,18,Sumgait,26.02,2025-05-20,returned
2165,31,4,Baku,27.33,2025-04-17,delivered
2166,190,4,Shaki,11.57,2025-10-02,failed
2167,110,4,Sumgait,29.71,2025-06-04,delivered
2168,439,7,Lankaran,8.45,2025-03-11,cancelled
2169,890,6,Baku,157.08,2025-08-23,returned
2170,448,11,Shaki,28.63,2025-07-07,cancelled
2171,125,2,Baku,214.78,2025-05-07,returned
2172,190,11,Mingachevir,118.49,2025-04-16,delivered
2173,444,15,Ganja,267.79,2025-07-14,failed
2174,328,15,Sumgait,198.15,2025-06-15,returned
2175,670,7,Lankaran,261.75,2025-06-08,delivered
2176,330,20,Lankaran,98.17,2025-09-13,failed
2177,48,11,Mingachevir,137.05,2025-09-10,returned
2178,838,8,Ganja,194.41,2025-03-01,failed
2179,116,14,Mingachevir,146.63,2025-02-07,failed
2180,123,12,Mingachevir,251.08,2025-03-02,returned
2181,260,1,Sumgait,239.12,2025-08-03,returned
2182,115,13,Sumgait,79.77,2025-05-15,failed
2183,967,3,Ganja,10.78,2025-01-05,delivered
2184,736,10,Mingachevir,18.77,2025-10-17,returned
2185,751,7,Ganja,284.13,2025-02-15,failed
2186,805,11,Lankaran,132.42,2025-12-01,returned
2187,48,17,Shaki,60.12,2025-08-20,cancelled
2188,592,19,Shaki,291.86,2025-08-06,delivered
2189,957,12,Sumgait,9.02,2025-08-29,returned
2190,143,19,Sumgait,166.89,2025-01-27,returned
2191,638,14,Mingachevir,72.68,2025-02-10,failed
2192,890,16,Ganja,137.48,2025-10-15,cancelled
2193,300,13,Ganja,11.63,2025-05-09,cancelled
2194,125,9,Shaki,290.39,2025-02-19,failed
2195,473,9,Shaki,182.28,2025-09-20,returned
2196,439,20,Shaki,69.73,2025-11-16,failed
2197,310,12,Baku,105.69,2025-07-02,failed
2198,187,6,Mingachevir,151.37,2025-07-20,returned
2199,682,17,Baku,240.46,2025-09-13,delivered
2200,111,14,Shaki,241.86,2025-07-27,delivered
2201,291,1,Ganja,270.55,2025-01-27,delivered
2202,82,1,Baku,12.35,2025-02-11,returned
2203,508,20,Baku,248.51,2025-01-10,returned
2204,480,10,Mingachevir,194.6,2025-12-15,cancelled
2205,162,16,Baku,287.2,2025-12-04,delivered
2206,710,20,Baku,249.31,2025-01-25,delivered
2207,223,8,Sumgait,26.38,2025-10-12,delivered
2208,802,12,Sumgait,298.58,2025-04-06,cancelled
2209,21,8,Baku,189.97,2025-11-04,failed
2210,276,7,Lankaran,227.95,2025-09-11,returned
2211,26,7,Mingachevir,86.29,2026-01-01,cancelled
2212,148,16,Sumgait,158.1,2025-08-04,failed
2213,873,1,Baku,216.02,2025-12-24,returned
2214,369,9,Shaki,16.98,2025-09-22,delivered
2215,682,18,Ganja,250.13,2025-08-30,returned
2216,50,20,Sumgait,249.26,2025-03-04,failed
2217,94,3,Baku,238.09,2025-04-04,returned
2218,441,17,Lankaran,70.55,2025-10-08,returned
2219,334,9,Shaki,246.59,2025-10-16,failed
2220,55,13,Sumgait,257.15,2025-03-14,returned
2221,28,7,Shaki,223.09,2025-01-06,returned
2222,953,10,Mingachevir,227.04,2025-03-02,cancelled
2223,324,10,Ganja,143.38,2025-03-06,delivered
2224,342,4,Baku,33.39,2025-03-14,cancelled
2225,881,15,Lankaran,262.78,2025-02-05,failed
2226,892,11,Baku,281.6,2025-06-11,delivered
2227,249,2,Baku,178.94,2025-09-18,cancelled
2228,756,1,Shaki,272.79,2025-12-03,delivered
2229,729,3,Mingachevir,42.28,2025-06-01,cancelled
2230,362,6,Lankaran,19.0,2025-09-15,cancelled
2231,924,16,Ganja,89.66,2025-08-07,cancelled
2232,981,19,Lankaran,188.87,2025-02-13,cancelled
2233,998,15,Lankaran,180.48,2025-04-21,cancelled
2234,851,4,Sumgait,152.59,2025-09-19,failed
2235,659,17,Lankaran,140.75,2025-11-19,cancelled
2236,202,18,Sumgait,185.61,2025-06-30,delivered
2237,560,9,Sumgait,9.1,2025-07-12,returned
2238,329,14,Shaki,21.17,2025-11-08,failed
2239,715,11,Baku,176.58,2025-08-18,cancelled
2240,45,18,Mingachevir,40.36,2025-10-07,cancelled
2241,418,5,Shaki,74.77,2025-09-17,delivered
2242,746,7,Ganja,154.92,2025-10-29,delivered
2243,407,10,Ganja,7.45,2025-10-05,cancelled
2244,405,13,Baku,239.8,2025-02-08,delivered
2245,536,10,Baku,201.84,2025-01-07,failed
2246,139,5,Sumgait,138.31,2025-02-18,cancelled
2247,443,7,Baku,13.59,2025-04-14,returned
2248,106,1,Ganja,265.23,2025-11-09,delivered
2249,171,4,Shaki,227.53,2025-08-09,cancelled
2250,293,5,Baku,278.11,2025-08-26,cancelled
2251,860,19,Baku,156.95,2025-10-01,cancelled
2252,223,10,Sumgait,134.95,2025-05-11,returned
